DATE,barley,maize,soy,wheat
2009-10-01,130.55342133184,167.279121428571,354.864809011364,163.726438333333
2009-11-01,155.259188831344,171.686854511278,370.7071893,177.607281403509
2009-12-01,150.768047461024,164.612819642857,379.299369511364,171.155498730159
2010-01-01,146.595328040255,167.335630827068,358.966610210526,167.821862807018
2010-02-01,137.301569843128,161.906961278195,344.660740697368,160.16156037037
2010-03-01,147.063854243859,158.927769409938,348.949327467391,156.464117971015
2010-04-01,151.705081375266,157.266642687075,357.63868,156.825468730159
2010-05-01,142.945853910378,163.240300535714,349.0513711125,158.328459666667
2010-06-01,145.969262712622,152.873933928571,348.5139945,149.21269
2010-07-01,156.355696066337,163.921745578231,370.97576825,182.738502222222
2010-08-01,161.0305438761,175.600130357143,379.462210909091,219.877441666667
2010-09-01,168.203145545398,205.839520408163,390.23121675,240.432182833333
2010-10-01,174.608948409069,235.703122959184,427.17613225,234.599563174603
2010-11-01,179.115686336492,238.23674875,459.961136,241.840133333333
2010-12-01,189.598715318709,250.62555085034,483.755863022727,274.456818166667
2011-01-01,195.124824858949,265.285523979592,511.104867,295.988606833333
2011-02-01,196.3739876626,293.396796992481,512.052467684211,317.600651403509
2011-03-01,202.526046145535,290.43472173913,498.739813173913,285.375811111111
2011-04-01,208.699542703154,318.938776020408,501.468831675,307.254408421053
2011-05-01,208.716437631027,308.575221428571,498.76510775,307.19455031746
2011-06-01,210.166408741206,310.536474285714,499.772775886364,285.29787
2011-07-01,215.459526024734,300.832209464286,501.82708275,271.462209333333
2011-08-01,206.659761165639,310.307111645963,501.423700826087,288.688308333333
2011-09-01,210.633166564314,296.299496428571,490.90895475,272.340557936508
2011-10-01,208.677336619923,274.846376020408,446.016027,251.589134761905
2011-11-01,211.372830375039,274.278348928571,428.8252245,244.53785015873
2011-12-01,212.220973608804,258.51794047619,420.04610475,236.0596865
2012-01-01,210.473044492436,272.920145535714,441.7327614,243.702369166667
2012-02-01,213.464147356999,279.514321428571,461.55598755,245.9804765
2012-03-01,222.683762904625,280.715051964286,496.290475227273,243.493598333333
2012-04-01,237.274389897531,274.219296607143,529.42160145,228.086310833333
2012-05-01,236.984738878733,268.884903571429,520.925455909091,228.87964
2012-06-01,228.299188003509,267.328921768707,522.3291925,241.965793492064
2012-07-01,239.179160442062,332.99885255102,609.4467555,310.746438095238
2012-08-01,260.631688859987,332.233495341615,622.913549771739,315.548219130435
2012-09-01,260.203038126986,320.705905639098,615.18139725,316.653051578947
2012-10-01,253.434691789526,321.382417321428,565.525481804348,318.407834927536
2012-11-01,249.678910327347,321.596870488722,533.028608,319.459936190476
2012-12-01,250.687346638095,308.75040056391,534.7907746125,303.038556140351
2013-01-01,238.811351230991,303.36021122449,526.047305,288.210322539683
2013-02-01,238.283567478495,302.61034047619,536.375830144737,271.678588703704
2013-03-01,235.111153022865,309.579205075188,536.081397075,263.341859
2013-04-01,228.17016398464,279.764846428571,517.789715147727,264.170261666667
2013-05-01,226.886786485421,295.368975,542.199223125,276.045146666667
2013-06-01,223.633556690835,297.111913214286,560.1577065,266.850879166667
2013-07-01,213.456044681572,279.013271428571,548.349617454545,257.472893333333
2013-08-01,187.159745140732,234.938766071429,498.048327238636,258.925938333333
2013-09-01,168.809159551842,207.490173392857,503.2371222375,257.499616
2013-10-01,153.68738034598,201.779992857143,472.827516913043,278.149556666667
2013-11-01,149.014065610858,199.182444172932,476.6622412125,259.777723333333
2013-12-01,146.968491154923,197.553448639456,488.66933875,246.112578730159
2014-01-01,148.770505529138,198.771988605442,476.1021185,229.980359365079
2014-02-01,147.793780792234,209.356019548872,496.798997486842,242.798281578947
2014-03-01,145.984004107188,222.392917176871,522.00112375,275.612493968254
2014-04-01,148.665442133757,222.430410714286,547.18805525,276.382361269841
2014-05-01,159.627545836478,216.975101020408,546.03325325,287.912873809524
2014-06-01,150.747231546918,202.633822959184,528.00259475,261.649900634921
2014-07-01,132.021483276307,182.29451625,463.233671488636,238.549905
2014-08-01,118.634736276855,176.482080612245,432.98513625,229.158001111111
2014-09-01,115.621862446104,163.134381292517,368.84988275,211.171101428571
2014-10-01,104.861481091841,163.378089285714,354.440913065217,210.724928333333
2014-11-01,107.446477841394,178.708535084034,379.344859618421,215.987918235294
2014-12-01,109.843016091197,178.712946088435,378.781617375,234.858836666667
2015-01-01,110.17747907565,174.794871428571,367.49211555,213.0214075
2015-02-01,103.877903722542,173.758865789474,364.739238868421,201.74206877193
2015-03-01,106.073448808822,174.293821428571,359.595560386364,202.691426666667
2015-04-01,106.206743395726,172.151577040816,356.92567725,195.931228253968
2015-05-01,105.821373732943,166.350389464286,351.94953045,193.216571166667
2015-06-01,100.642119326724,166.813860714286,354.823054806818,199.835441666667
2015-07-01,104.870272561268,179.608530357143,372.347294454545,199.21748
2015-08-01,96.1825719272869,162.74069914966,347.02237525,173.517591587302
2015-09-01,92.4998354455521,166.077623979592,323.554524,164.06922015873
2015-10-01,94.5517323005532,171.448573214286,327.419770363636,165.451481904762
2015-11-01,93.7633316248625,166.09242406015,319.0822908,157.804378947368
2015-12-01,88.6691412086164,164.004401785714,323.315332056818,163.893455
2016-01-01,83.0452303945099,161.098876879699,323.204353776316,164.611626666667
2016-02-01,87.0626871415057,159.716845357143,320.12948625,159.283795
2016-03-01,91.5872797556011,159.226532142857,326.935421590909,164.060471666667
